ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
DM1932,Twin Long Rods #1,Monster (Normal),900,700,"With whip-like arms, this creature can attack enemies from a distance.",1.5,
DM1933,Twin Long Rods #2,Monster (Normal),850,700,An amphibious creature with two whip-like tails.,1.5,
DM1934,Twin Swords of Flashing Light - Tryce,Spell,,,"Send 1 card from your hand to the Graveyard; equip this card to a monster. It loses 500 ATK, but it ",3.5,
DM1935,Twin-Headed Behemoth,Monster (Effect),1500,1200,"During the End Phase, if this card is in the GY because it was destroyed on the field and sent there",2.5,
DM1936,Twin-Headed Fire Dragon,Monster (Normal),2200,1700,Two dragons fused as one from the effects of the Big Bang.,3.5,
DM1937,Twin-Headed Thunder Dragon,Monster (Fusion),2800,2100,"""Thunder Dragon"" + ""Thunder Dragon""",4.3,
DM1938,Twin-Headed Wolf,Monster (Effect),1500,1000,"While you control another Fiend monster, negate the effects of Flip monsters destroyed by battle wit",2.5,
DM1939,Twinheaded Beast,Monster (Effect),1700,1900,This card can attack twice during the same Battle Phase.,2.5,
DM1940,Two Thousand Needles,Monster (Effect),2000,1800,When this Defense Position card is attacked and the ATK of the attacking monster is lower than the D,3.5,
DM1941,Two-Headed King Rex,Monster (Normal),1600,1200,A powerful monster whose two heads attack as one.,2.5,
DM1942,Two-Man Cell Battle,Spell,,,"During each player's End Phase, the turn player can Special Summon 1 Level 4 Normal Monster from the",3.5,
DM1943,Two-Mouth Darkruler,Monster (Normal),900,700,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts f",1.5,
DM1944,Two-Pronged Attack,Trap,,,Select and destroy 2 of your monsters and 1 of your opponent's monsters.,2.3,
DM1945,Tyhone,Monster (Normal),1200,1400,"Capable of firing cannonballs from its mouth for long-range attacks, this creature is particularly e",2.3,
DM1946,Tyhone #2,Monster (Normal),1700,1900,A crimson dragon that spits fireballs to create a blazing sea of fire.,2.3,
DM1947,Type Zero Magic Crusher,Trap,,,Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.,1.4,
DM1948,Tyrant Dragon,Monster (Effect),2900,2500,"During your Battle Phase, if your opponent controls a monster after this card's first attack, this c",4.5,
DM1949,UFO Turtle,Monster (Effect),1400,1200,When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monst,2.5,
DM1950,Ulevo,Monster (Effect),3000,2500,This card cannot be Special Summoned. This card must be Tribute Summoned by offering 3 Winged Beast-,5.1,
DM1951,Ultimate Baseball Kid,Monster (Effect),500,1000,"This card gains 1000 ATK for each face-up FIRE monster on the field, except this card. You can send ",2.2,
DM1952,Ultimate Insect LV1,Monster (Effect),0,0,"While this card is on the field, it is unaffected by the effects of Spell Cards. During your Standby",1.3,
DM1953,Ultimate Insect LV3,Monster (Effect),1400,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV1"", while it remains on the fi",2.5,
DM1954,Ultimate Insect LV5,Monster (Effect),2300,900,"If this card was Special Summoned by the effect of ""Ultimate Insect LV3"", while it remains on the fi",4.2,
DM1955,Ultimate Insect LV7,Monster (Effect),2600,1200,"If this card was Special Summoned by the effect of ""Ultimate Insect LV5"", while it remains on the fi",4.5,
DM1956,Ultimate Obedient Fiend,Monster (Effect),3500,3000,This card can only attack if this card is the only card on your side of the field and if you also ha,5.1,
DM1957,Ultimate Offering,Trap,,,During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately aft,2.3,
DM1958,Ultra Evolution Pill,Spell,,,Tribute 1 Reptile monster; Special Summon 1 Dinosaur monster from your hand.,3.5,
DM1959,Umi,Spell,,,"All Fish, Sea Serpent, Thunder, and Aqua monsters on the field gain 200 ATK/DEF, also all Machine an",1.4,
DM1960,Umiiruka,Spell,,,Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.,1.4,
DM1961,Union Attack,Spell,,,Target 1 face-up monster you control; add up the total ATK of all other face-up Attack Position mons,3.5,
DM1962,Union Rider,Monster (Effect),1000,1000,You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of,2.2,
DM1963,United Resistance,Monster (Normal),1000,400,The people that gather to swear to fight their oppressors. A revolution is coming.,1.5,
DM1964,United We Stand,Spell,,,The equipped monster gains 800 ATK/DEF for each face-up monster you control.,4.5,
DM1965,Unity,Spell,,,Select 1 monster on your side of the field. The DEF of the selected monster becomes equal to the com,1.4,
DM1966,Unknown Warrior of Fiend,Monster (Normal),1000,500,The speed of this warrior creates an intense vacuum that can slice through a monster's hide.,1.5,
DM1967,Unshaven Angler,Monster (Effect),1500,1600,"When Tribute Summoning a WATER monster, you can treat this 1 monster as 2 Tributes.",3.2,
DM1968,Upstart Goblin,Spell,,,"Draw 1 card, then your opponent gains 1000 LP.",3.5,
DM1969,Uraby,Monster (Normal),1500,800,"Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.",2.3,
DM1970,Ushi Oni,Monster (Normal),2150,1950,"A bull fiend restored by the dark arts, this monster appears out of a jar.",3.5,
DM1971,Valkyrion the Magna Warrior,Monster (Effect),3500,3850,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 ""Alpha",5.1,
DM1972,Vampire Baby,Monster (Effect),700,1000,"At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Gravey",2.2,
DM1973,Vampire Genesis,Monster (Effect),3000,2100,"Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 ""Vampire Lor",5.1,
DM1974,Vampire Lady,Monster (Effect),1550,1550,"When this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap",2.5,
DM1975,Vampire Lord,Monster (Effect),2000,1500,"If this card inflicts battle damage to your opponent: Declare 1 type of card (Monster, Spell, or Tra",3.5,
DM1976,Vampire's Curse,Monster (Effect),2000,800,When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Specia,3.5,
DM1977,Vampiric Orchis,Monster (Effect),1700,1000,"When this card is Normal Summoned: You can Special Summon 1 ""Des Dendle"" from your hand.",3.2,
DM1978,Van'Dalgyon the Dark Dragon Lord,Monster (Effect),2800,2500,"If you negate the activation of an opponent's Spell/Trap Card(s), or opponent's monster effect(s), w",4.5,
DM1979,Vengeful Bog Spirit,Spell,,,Monsters cannot attack the turn they are Summoned.,2.3,
DM1980,Vermillion Sparrow,Monster (Fusion),1900,1500,"""Rhaimundos of the Red Sword"" + ""Fireyarou""",3.3,
DM1981,Versago the Destroyer,Monster (Effect),1100,900,"You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion M",2.2,
DM1982,Victory Dragon,Monster (Effect),2400,3000,"This card cannot be Special Summoned. To Tribute Summon this card, you must Tribute 3 Dragon-Type mo",5.1,
DM1983,Vile Germs,Spell,,,A Plant-Type monster equipped with this card increases its ATK and DEF by 300 points.,3.5,
DM1984,Vilepawn Archfiend,Monster (Effect),1200,200,The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not ,2.3,
DM1985,Violent Rain,Monster (Normal),1550,800,This monster can call forth sudden torrents of battering rain.,2.3,
DM1986,Violet Crystal,Spell,,,"(This card is not treated as a ""Crystal"" card.)  Equip only to a Zombie monster. It gains 300 ATK/DE",3.5,
DM1987,Virus Cannon,Trap,,,"Tribute any number of monsters, except Tokens; your opponent sends an equal number of Spells from th",2.3,
DM1988,Viser Des,Monster (Effect),500,1200,If this card is Normal Summoned: Target 1 monster your opponent controls; during your third Standby ,2.3,
DM1989,Vishwar Randi,Monster (Normal),900,700,''This lady warrior with unquenchable bloodlust serves the forces of darkness.'',1.5,
DM1990,Vorse Raider,Monster (Normal),1900,1200,"This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks ",4.3,
DM1991,Waboku,Trap,,,You take no battle damage from your opponent's monsters this turn. Your monsters cannot be destroyed,2.3,
DM1992,Wall Shadow,Monster (Effect),1600,3000,"Cannot be Normal Summoned/Set. Must first be Special Summoned with ""Magical Labyrinth"".",5.1,
DM1993,Wall of Illusion,Monster (Effect),1000,1850,"If this card is attacked by a monster, after damage calculation: Return that monster to the hand.",3.5,
DM1994,Wall of Revealing Light,Trap,,,Activate by paying any multiple of 1000 Life Points. Monsters your opponent controls cannot attack i,3.5,
DM1995,Wandering Mummy,Monster (Effect),1500,1500,You can flip this card into face-down Defense Position once per turn during your Main Phase. After y,2.5,
DM1996,War-Lion Ritual,Spell,,,"This card is used to Ritual Summon ""Super War-Lion"". You must also Tribute monsters from your hand o",2.3,
DM1997,Warrior Dai Grepher,Monster (Normal),1700,1600,The warrior who can manipulate dragons. Nobody knows his mysterious past.,2.5,
DM1998,Warrior Elimination,Spell,,,Destroy all Warrior monsters on the field.,3.5,
DM1999,Warrior of Tradition,Monster (Fusion),1900,1700,"""Sonic Maid"" + ""Beautiful Headhuntress""",3.3,
DM2000,Warrior of Zera,Monster (Normal),1600,1600,A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape ,2.5,
DM2001,Wasteland,Spell,,,"All Dinosaur, Zombie, and Rock monsters on the field gain 200 ATK/DEF.",1.4,
DM2002,Watapon,Monster (Effect),200,300,If this card is added from your Deck to your hand by a card effect: You can Special Summon this card,1.3,
DM2003,Water Element,Monster (Normal),900,700,''A sea-dwelling spirit that takes away sight by clouding the area in fog.'',1.5,
DM2004,Water Girl,Monster (Normal),1250,1000,''A lovely lady who can launch water projectiles that turn into lethal ice spikes before they reach ,2.1,
DM2005,Water Magician,Monster (Normal),1400,1000,This monster swamps an opponent with an almost endless supply of water.,2.3,
DM2006,Water Omotics,Monster (Normal),1400,1200,Transforms the water overflowing from a jar into attacking dragons.,2.3,
DM2007,Waterdragon Fairy,Monster (Normal),1100,700,''A water fairy that is said to be able to summon a giant sea serpent.'',1.5,
DM2008,Wattkid,Monster (Normal),1000,500,A creature that electrocutes opponents with bolts of lightning.,1.5,
DM2009,Wave-Motion Cannon,Spell,,,During your Main Phase: You can send this face-up card to the GY; inflict 1000 damage to your oppone,2.3,
DM2010,Weapon Change,Spell,,,"Once during each of your Standby Phases: You can pay 700 Life Points, then target 1 Warrior or Machi",3.5,
DM2011,Weather Control,Monster (Normal),600,400,''This creature controls weather and is often the cause of mountain storms.'',1.3,
DM2012,Weather Report,Monster (Effect),950,1500,"FLIP: Destroys all of your opponent's face-up ""Swords of Revealing Light"" on the field. If ""Swords o",2.5,
DM2013,Wetha,Monster (Normal),1000,900,A spirit that controls rain and is capable of summoning hurricanes to blow the enemy away.,1.5,
DM2014,Whiptail Crow,Monster (Normal),1650,1600,Attacks from the skies with a whip-like tail.,2.5,
DM2015,Whirlwind Prodigy,Monster (Effect),1500,1600,"When Tribute Summoning a WIND monster, you can treat this 1 monster as 2 Tributes.",3.2,
DM2016,White Dolphin,Monster (Normal),500,400,''A white dolphin with a horn that summons huge tidal waves.'',1.3,
DM2017,White Dragon Ritual,Spell,,,"This card is used to Ritual Summon ""Paladin of White Dragon"". You must also Tribute monsters from yo",2.3,
DM2018,White Hole,Trap,,,"When your opponent activates ""Dark Hole"": Monsters you control cannot be destroyed by that ""Dark Hol",3.5,
DM2019,White Magical Hat,Monster (Effect),1000,700,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent discards 1 card ",2.2,
DM2020,White Magician Pikeru,Monster (Effect),1200,0,"During your Standby Phase, increase your Life Points by 400 points for each monster on your side of ",2.3,
DM2021,White Ninja,Monster (Effect),1500,800,FLIP: Target 1 Defense Position monster on the field; destroy that target.,2.5,
DM2022,Wicked Dragon with the Ersatz Head,Monster (Normal),900,900,''A two-headed dragon with a pair of jaws that can tear an enemy to shreds.'',1.5,
DM2023,Wicked-Breaking Flamberge - Baou,Spell,,,"Send 1 card from your hand to the GY, then target 1 monster on the field; equip this card to that ta",3.5,
DM2024,Widespread Ruin,Trap,,,When an opponent's monster declares an attack: Destroy the Attack Position monster your opponent con,3.5,
DM2025,Wild Nature's Release,Spell,,,Target 1 Beast or Beast-Warrior-Type monster; it gains ATK equal to its current DEF until the End Ph,1.4,
DM2026,Wilmee,Monster (Normal),1000,1200,A rabid rabbit that shears through opposition with its sharp skewers.,2.1,
DM2027,Windstorm of Etaqua,Trap,,,Change the battle positions of all face-up monsters your opponent controls.,3.5,
DM2028,Wing Eagle,Monster (Normal),1800,1500,''This flying creature never misses its intended target.'',2.1,
DM2029,Wing Egg Elf,Monster (Normal),500,1300,''This fairy in an eggshell uses massive wings to blow back almost any projectile attack.'',2.1,
DM2030,Winged Cleaver,Monster (Normal),700,700,Few can withstand the scythe-like arms of this dangerous creature.,1.3,
DM2031,"Winged Dragon, Guardian of the Fortress #1",Monster (Normal),1400,1200,A dragon commonly found guarding mountain fortresses. Its signature attack is a sweeping dive from o,2.3,
DM2032,"Winged Dragon, Guardian of the Fortress #2",Monster (Normal),1200,1000,This monster's wings are capable of generating tornadoes.,2.1,
DM2033,Winged Egg of New Life,Monster (Normal),1400,1700,''It is said to signal that life is growing in a woman's womb.'',1.5,
DM2034,Winged Kuriboh,Monster (Effect),300,200,"If this card on the field is destroyed and sent to the GY: For the rest of this turn, you take no ba",1.3,
DM2035,Winged Minion,Monster (Effect),700,700,Tribute this face-up card. Select 1 face-up Fiend-Type monster on the field. Increase the ATK and DE,1.5,
DM2036,Winged Sage Falcos,Monster (Effect),1700,1200,When this card destroys an opponent's face-up Attack Position monster by battle and sends it to thei,3.2,
DM2037,Wings of Wicked Flame,Monster (Normal),700,600,Crimson wings of fire make this a very lethal creature.,1.3,
