Nº	NOME	TIPO	ATRIBUTO	RAÇA/PROPRIEDADE	LV	ATK	DEF	ID	DESC
2001	Type Zero Magic Crusher	Trap Card		Continuous				21237481	Discard 1 Spell Card from your hand to inflict 500 points of damage to your opponent's Life Points.
2002	Tyranno Infinity	Monster (Effect)	EARTH	Dinosaur	4	-1	0	83235263	The original ATK of this card is the number of your banished Dinosaur-Type monsters x 1000.
2003	Tyrant Dragon	Monster (Effect)	FIRE	Dragon	8	2900	2500	94568601	During your Battle Phase, if your opponent controls a monster after this card's first attack, this card can make a second attack. Negate any Trap effects that target this card on the field, and if you do, destroy that Trap. This card cannot be Special Summoned from the GY, unless you Tribute 1 Dragon monster.
2004	UFO Turtle	Monster (Effect)	FIRE	Machine	4	1400	1200	60806437	When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 FIRE monster with 1500 or less ATK from your Deck, in face-up Attack Position.
2005	UFOroid	Monster (Effect)	LIGHT	Machine	6	1200	1200	7602840	When this card is destroyed by battle and sent to the Graveyard, you can Special Summon 1 Machine-Type monster with 1500 or less ATK from your Deck in face-up Attack Position.
2006	UFOroid Fighter	Monster (Fusion)	LIGHT	Machine	10	-1	-1	32752319	"UFOroid" + 1 Warrior-Type monster A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. The original ATK and DEF of this card become equal to the combined original ATK of the 2 Fusion Material Monsters you used for the Fusion Summon of this card.
2007	Ultimate Baseball Kid	Monster (Effect)	FIRE	Warrior	3	500	1000	67934141	This card gains 1000 ATK for each face-up FIRE monster on the field, except this card. You can send 1 other face-up FIRE monster you control to the Graveyard; inflict 500 damage to your opponent.
2008	Ultimate Insect LV1	Monster (Effect)	WIND	Insect	1	0	0	49441499	While this card is on the field, it is unaffected by the effects of Spell Cards. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 "Ultimate Insect LV3" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)
2009	Ultimate Insect LV3	Monster (Effect)	WIND	Insect	3	1400	900	34088136	If this card was Special Summoned by the effect of "Ultimate Insect LV1", while it remains on the field all of your opponent's monsters lose 300 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 "Ultimate Insect LV5" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)
2010	Ultimate Insect LV5	Monster (Effect)	WIND	Insect	5	2300	900	34830502	If this card was Special Summoned by the effect of "Ultimate Insect LV3", while it remains on the field all of your opponent's monsters lose 500 ATK. During your Standby Phase, by sending this face-up card to the Graveyard, Special Summon 1 "Ultimate Insect LV7" from your hand or Deck. (You cannot activate this effect the turn this card is Normal Summoned, Special Summoned, or flipped face-up.)
2011	Ultimate Insect LV7	Monster (Effect)	WIND	Insect	7	2600	1200	19877898	If this card was Special Summoned by the effect of "Ultimate Insect LV5", while it remains on the field all your opponent's monsters lose 700 ATK and DEF.
2012	Ultimate Obedient Fiend	Monster (Effect)	FIRE	Fiend	10	3500	3000	32240937	This card can only attack if this card is the only card on your side of the field and if you also have no cards in your hand. The effects of Effect Monsters that this card destroys are negated.
2013	Ultimate Offering	Trap Card		Continuous				80604092	During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately after this effect resolves, Normal Summon/Set 1 monster.
2014	Ultra Evolution Pill	Spell Card		Normal				22431243	Tribute 1 Reptile monster; Special Summon 1 Dinosaur monster from your hand.
2015	Umi	Spell Card		Field				22702055	All Fish, Sea Serpent, Thunder, and Aqua monsters on the field gain 200 ATK/DEF, also all Machine and Pyro monsters on the field lose 200 ATK/DEF.
2016	Umiiruka	Spell Card		Field				82999629	Increase the ATK of all WATER monsters by 500 points and decrease their DEF by 400 points.
2017	Union Attack	Spell Card		Normal				60399954	Target 1 face-up monster you control; add up the total ATK of all other face-up Attack Position monsters you currently control, then during the Battle Phase of this turn only, the monster gains that much ATK, but cannot inflict battle damage to your opponent, also other face-up Attack Position monsters cannot attack.
2018	Union Rider	Monster (Effect)	WIND	Machine	2	1000	1000	11743119	You can take control of up to 1 Union Monster that is currently a monster on your opponent's side of the field, and equip it to this card. The Union Monster that is equipped to this card cannot be changed back to a monster using its own effect.
2019	United Resistance	Monster (Normal)	WIND	Thunder	3	1000	400	85936485	The people that gather to swear to fight their oppressors. A revolution is coming.
2020	United We Stand	Spell Card		Equip				56747793	The equipped monster gains 800 ATK/DEF for each face-up monster you control.
2021	Unity	Spell Card		Quick-Play				14731897	Select 1 monster on your side of the field. The DEF of the selected monster becomes equal to the combined original DEF of all face-up monsters on your side of the field, until the end of this turn.
2022	Unknown Warrior of Fiend	Monster (Normal)	DARK	Warrior	3	1000	500	97360116	The speed of this warrior creates an intense vacuum that can slice through a monster's hide.
2023	Unshaven Angler	Monster (Effect)	WATER	Fish	4	1500	1600	92084010	When Tribute Summoning a WATER monster, you can treat this 1 monster as 2 Tributes.
2024	Upstart Goblin	Spell Card		Normal				70368879	Draw 1 card, then your opponent gains 1000 LP.
2025	Uraby	Monster (Normal)	EARTH	Dinosaur	4	1500	800	1784619	Fast on its feet, this dinosaur rips enemies to shreds with its sharp claws.
2026	Ushi Oni	Monster (Normal)	DARK	Fiend	6	2150	1950	48649353	A bull fiend restored by the dark arts, this monster appears out of a jar.
2027	Valkyrion the Magna Warrior	Monster (Effect)	EARTH	Rock	8	3500	3850	75347539	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 "Alpha The Magnet Warrior", "Beta The Magnet Warrior", and "Gamma The Magnet Warrior" from your hand and/or field. You can Tribute this card, then target 1 "Alpha The Magnet Warrior", "Beta The Magnet Warrior", and "Gamma The Magnet Warrior" in your Graveyard; Special Summon them.
2028	Vampire Baby	Monster (Effect)	DARK	Zombie	3	700	1000	56387350	At the end of the Battle Phase, if this card destroyed a monster by battle and sent it to the Graveyard this turn: You can Special Summon that monster to your side of the field.
2029	Vampire Genesis	Monster (Effect)	DARK	Zombie	8	3000	2100	22056710	Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand) by banishing 1 "Vampire Lord" you control, and cannot be Special Summoned by other ways. Once per turn: You can discard 1 Zombie-Type monster to the Graveyard, then target 1 Zombie-Type monster in your Graveyard with a Level less than the discarded Zombie-Type monster's; Special Summon that target.
2030	Vampire Lady	Monster (Effect)	DARK	Zombie	4	1550	1550	26495087	When this card inflicts battle damage to your opponent: Declare 1 card type (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the Graveyard.
2031	Vampire Lord	Monster (Effect)	DARK	Zombie	5	2000	1500	53839837	If this card inflicts battle damage to your opponent: Declare 1 type of card (Monster, Spell, or Trap); your opponent sends 1 card of that type from their Deck to the GY. Once per turn, during your next Standby Phase after this card in your possession was destroyed and sent to your GY by an opponent's card effect: Special Summon this card from the GY.
2032	Vampire's Curse	Monster (Effect)	DARK	Zombie	6	2000	800	34294855	When this card is destroyed by battle and sent to the Graveyard: You can pay 500 Life Points; Special Summon it during the Standby Phase of the next turn. When you do: It gains 500 ATK.
2033	Vampiric Orchis	Monster (Effect)	EARTH	Plant	4	1700	1000	46571052	When this card is Normal Summoned: You can Special Summon 1 "Des Dendle" from your hand.
2034	Van'Dalgyon the Dark Dragon Lord	Monster (Effect)	DARK	Dragon	8	2800	2500	24857466	If you negate the activation of an opponent's Spell/Trap Card(s), or opponent's monster effect(s), with a Counter Trap Card (except during the Damage Step): You can Special Summon this card from your hand. If Summoned this way, activate these effects and resolve in sequence, depending on the type of card(s) negated by that Counter Trap: ● Spell: Inflict 1500 damage to your opponent. ● Trap: Target 1 card your opponent controls; destroy that target. ● Monster: Target 1 monster in your Graveyard; Special Summon it.
2035	Vengeful Bog Spirit	Spell Card		Continuous				95220856	Monsters cannot attack the turn they are Summoned.
2036	Vermillion Sparrow	Monster (Fusion)	FIRE	Pyro	5	1900	1500	35752363	"Rhaimundos of the Red Sword" + "Fireyarou"
2037	Versago the Destroyer	Monster (Effect)	DARK	Fiend	3	1100	900	50259460	You can substitute this card for any 1 Fusion Material Monster. When you do this, the other Fusion Material Monster(s) must be the correct one(s).
2038	Victory Dragon	Monster (Effect)	DARK	Dragon	8	2400	3000	44910027	This card cannot be Special Summoned. To Tribute Summon this card, you must Tribute 3 Dragon-Type monsters. If this card attacks your opponent directly and reduces their Life Points to 0, you win the Match.
2039	Vile Germs	Spell Card		Equip				39774685	A Plant-Type monster equipped with this card increases its ATK and DEF by 300 points.
2040	Vilepawn Archfiend	Monster (Effect)	EARTH	Fiend	2	1200	200	73219648	The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. As long as this card remains on the field, your opponent cannot attack any Archfiend Monster Card on your side of the field except "Vilepawn Archfiend".
2041	Violent Rain	Monster (Normal)	WATER	Aqua	4	1550	800	94042337	This monster can call forth sudden torrents of battering rain.
2042	Violet Crystal	Spell Card		Equip				15052462	(This card is not treated as a "Crystal" card.)  Equip only to a Zombie monster. It gains 300 ATK/DEF.
2043	Virus Cannon	Trap Card		Normal				54591086	Tribute any number of monsters, except Tokens; your opponent sends an equal number of Spells from their Deck to the GY (or all their Spells, if lower than the number of Tributes).
2044	Viser Des	Monster (Effect)	DARK	Fiend	4	500	1200	56043447	If this card is Normal Summoned: Target 1 monster your opponent controls; during your third Standby Phase after this effect's activation, destroy that monster. This card cannot be destroyed by battle while the targeted monster is on the field.
2045	Vishwar Randi	Monster (Normal)	DARK	Warrior	3	900	700	78556320	''This lady warrior with unquenchable bloodlust serves the forces of darkness.''
2046	Vorse Raider	Monster (Normal)	DARK	Beast-Warrior	4	1900	1200	14898066	This wicked Beast-Warrior does every horrid thing imaginable, and loves it! His axe bears the marks of his countless victims.
2047	Waboku	Trap Card		Normal				12607053	You take no battle damage from your opponent's monsters this turn. Your monsters cannot be destroyed by battle this turn.
2048	Wall Shadow	Monster (Effect)	DARK	Warrior	7	1600	3000	63162310	Cannot be Normal Summoned/Set. Must first be Special Summoned with "Magical Labyrinth".
