ID,Name,Type,ATK,DEF,Description,Suggested_Pool,Final_Pool
1780,Stone Statue of the Aztecs,Monster (Effect),300,2000,Double any Battle Damage your opponent takes when they attack this monster.,1.2,
1781,Stop Defense,Spell,,,Select 1 Defense Position monster on your opponent's side of the field and change it to Attack Posit,1.4,
1782,Stray Lambs,Spell,,,"Special Summon 2 ""Lamb Tokens"" (Beast/EARTH/Level 1/ATK 0/DEF 0) in Defense Position. You cannot Sum",1.4,
1783,Strike Ninja,Monster (Effect),1700,1200,(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End ,3.1,
1784,Stronghold the Moving Fortress,Trap,,,Special Summon this card in Defense Position as an Effect Monster (Machine/EARTH/Level 4/ATK 0/DEF 2,4.5,
1785,Stuffed Animal,Monster (Normal),1200,900,"It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite.",2.1,
1786,Stumbling,Spell,,,"Any monster that is Normal Summoned, Flip Summoned or Special Summoned is changed to Defense Positio",1.4,
1787,Succubus Knight,Monster (Normal),1650,1300,A warrior wizard adept in casting bone-chilling spells.,1.5,
1788,Suijin,Monster (Effect),2500,2400,"During damage calculation in your opponent's turn, if this card is being attacked: You can target th",4.2,
1789,Summoned Skull,Monster (Normal),2500,1200,"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts",4.1,
1790,Summoner Monk,Monster (Effect),800,1600,"While this card is face-up on the field, it cannot be Tributed. If this card is Normal or Flip Summo",2.1,
1791,Summoner of Illusions,Monster (Effect),800,900,"FLIP: Tribute 1 other monster, and if you do, Special Summon 1 Fusion Monster from your Extra Deck, ",2.1,
1792,Super Rejuvenation,Spell,,,"During the End Phase of the turn this card was activated, draw a number of cards equal to the combin",2.3,
1793,Super Robolady,Monster (Fusion),1200,500,"""Robolady"" + ""Roboyarou"" You can Special Summon ""Super Roboyarou"" by returning this card from the fi",3.1,
1794,Super Roboyarou,Monster (Fusion),1200,500,"""Roboyarou"" + ""Robolady"" You can Special Summon ""Super Robolady"" by returning this card from the fie",3.1,
1795,Super War-Lion,Monster (Ritual),2300,2100,"You can Ritual Summon this card with ""War-Lion Ritual"".",3.5,
1796,Supply,Monster (Effect),1300,800,FLIP: Return 2 Fusion-Material monsters that were sent to the Graveyard as a result of a Fusion Summ,2.2,
1797,Supporter in the Shadows,Monster (Normal),1000,1000,''A cute little elf that hides in the shadows and provides spiritual support.'',1.5,
1798,Susa Soldier,Monster (Effect),2000,1600,This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of ,3.4,
1799,Swamp Battleguard,Monster (Effect),1800,1500,"This card gains 500 ATK for each ""Lava Battleguard"" you control.",3.2,
1800,Swarm of Locusts,Monster (Effect),1000,500,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,2.1,
1801,Swarm of Scarabs,Monster (Effect),500,1000,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summon,1.4,
1802,Swift Gaia the Fierce Knight,Monster (Effect),2300,2100,"If this is the only card in your hand, you can Normal Summon it without Tributing.",4.1,
1803,Sword Arm of Dragon,Monster (Normal),1750,2030,"This Jurassic juggernaut has a spine covered in sword-like plates, and a tail to split open skulls.",1.5,
1804,Sword Hunter,Monster (Effect),2450,1700,"At the end of the Battle Phase, if this card destroyed a monster(s) by battle and sent it to the Gra",4.2,
1805,Sword Slasher,Monster (Normal),1450,1500,A lethal engine of destruction that wields two well-honed blades.,1.3,
1806,Sword of Dark Destruction,Spell,,,Equip only to a DARK monster. It gains 400 ATK and loses 200 DEF.,1.4,
1807,Sword of Deep-Seated,Spell,,,The equipped monster gains 500 ATK/DEF. If this card is sent to your GY: Place it on top of your Dec,1.4,
1808,Sword of Dragon's Soul,Spell,,,"Equip only to a Warrior monster. It gains 700 ATK. After damage calculation, if the equipped monster",2.3,
1809,Sword of the Soul-Eater,Spell,,,You can only equip this card to a Level 3 or lower Normal Monster on your side of the field. When yo,1.4,
1810,Swords of Concealing Light,Spell,,,"Destroy this card during your 2nd Standby Phase after activation. When this card resolves, change al",4.5,
1811,Swords of Revealing Light,Spell,,,"After this card's activation, it remains on the field, but you must destroy it during the End Phase ",4.5,
1812,Swordsman from a Distant Land,Monster (Effect),250,250,"If this card attacked an opponent's monster, after damage calculation: Destroy that monster during t",1.2,
1813,Swordsman of Landstar,Monster (Normal),500,1200,"An amateur with a sword, this fairy warrior relies on its mysterious powers.",1.3,
1814,Swordstalker,Monster (Normal),2000,1600,A monster formed by the vengeful souls of those who passed away in battle.,3.3,
1815,Synchar,Monster (Normal),800,900,''This two-headed creature spits laser blasts at its enemies.'',1.5,
1816,System Down,Spell,,,Pay 1000 LP; banish all Machine-Type monsters your opponent controls and in their Graveyard.,4.5,
1817,T.A.D.P.O.L.E.,Monster (Effect),0,0,"When this card you control is destroyed by battle and sent to your Graveyard, you can add any ""T.A.D",1.2,
1818,Tactical Espionage Expert,Monster (Effect),1300,1200,"When this card is Normal Summoned successfully, no Trap Cards can be activated.",2.2,
1819,Tailor of the Fickle,Spell,,,Switch 1 Equip Card equipped to a monster to another correct target.,2.3,
1820,Tainted Wisdom,Monster (Effect),1250,800,If this Attack Position card is changed to face-up Defense Position: Shuffle your Deck.,2.2,
1821,Takriminos,Monster (Normal),1500,1200,A member of a race of sea serpents that freely travels through the sea.,2.3,
1822,Takuhee,Monster (Normal),1450,1000,This bird is known far and wide as a harbinger of doom.,2.3,
1823,Talisman of Spell Sealing,Trap,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the fie",4.5,
1824,Talisman of Trap Sealing,Spell,,,"You can only activate this card while there is a face-up ""Sealmaster Meisei"" on your side of the fie",4.5,
1825,Tao the Chanter,Monster (Normal),1200,900,"''Master of Yin and Yang, this wizard handles a delicate balance of spells and counter spells.''",2.1,
1826,Tatsunootoshigo,Monster (Normal),1350,1600,''A bizarre monster with the torso of a horse and a fish's tail. It gallops through the sea as if it,1.1,
1827,Taunt,Trap,,,Activate only during your opponent's Main Phase 1; select 1 monster on your side of the field. While,2.3,
1828,Temple of Skulls,Monster (Normal),900,1300,A mysterious temple of skulls and bones that pulls in unsuspecting enemies.,1.5,
1829,Temple of the Kings,Spell,,,"You can activate 1 Trap Card the turn it was Set. You can send 1 ""Mystical Beast of Serket"" in your ",4.5,
1830,Tenderness,Monster (Normal),700,1400,''An adorable fairy that celebrates the gift of love.'',1.3,
1831,Tentacle Plant,Monster (Normal),500,600,''A carnivorous plant that has an outgrowth of tentacles. It attacks someone nearby by extending its,1.3,
1832,Terra the Terrible,Monster (Normal),1200,1300,"Known as a swamp dweller, this creature is a minion of the dark forces.",2.1,
1833,Terraforming,Spell,,,Add 1 Field Spell from your Deck to your hand.,2.3,
1834,Terrorking Archfiend,Monster (Effect),2000,1500,This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on yo,3.4,
1835,Terrorking Salmon,Monster (Normal),2400,1000,"A feared salmon, master of the Sea of Darkness. Its roe is the best delicacy in the World of Darknes",4.1,
1836,Teva,Monster (Effect),2000,1500,"When this card is Tribute Summoned successfully, your opponent cannot declare an attack during his/h",3.4,
1837,That Which Feeds on Life,Monster (Normal),1200,1000,A monster that feeds on the energy of other creatures.,2.1,
1838,The 13th Grave,Monster (Normal),1200,900,A zombie that suddenly appeared from plot #13 - an empty grave.,2.1,
1839,The A. Forces,Spell,,,All Warrior-Type monsters you control gain 200 ATK for each Warrior or Spellcaster-Type monster you ,4.5,
1840,The Agent of Creation - Venus,Monster (Effect),1600,0,"You can pay 500 LP; Special Summon 1 ""Mystical Shine Ball"" from your hand or Deck.",3.1,
1841,The Agent of Force - Mars,Monster (Effect),0,0,"This card is unaffected by any Spell Cards. While you control a face-up ""The Sanctuary in the Sky"" a",1.2,
1842,The Agent of Judgment - Saturn,Monster (Effect),2400,0,"While your Life Points are higher than your opponent's, you can Tribute this card to inflict damage ",4.2,
1843,The Agent of Wisdom - Mercury,Monster (Effect),0,1700,"During your Standby Phase, if you controlled this face-up card and had no cards in your hand at the ",1.2,
1844,The All-Seeing White Tiger,Monster (Normal),1300,500,A proud ruler of the jungle that some fear and others respect.,2.1,
1845,The Bewitching Phantom Thief,Monster (Normal),700,700,''An elegant thief with a black cloak that charms its enemies.'',1.3,
1846,The Big March of Animals,Spell,,,"Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK f",2.3,
1847,The Bistro Butcher,Monster (Effect),1800,1000,"When this card inflicts Battle Damage to your opponent, your opponent draws 2 cards.",3.2,
1848,The Cheerful Coffin,Spell,,,Discard up to 3 Monster Cards from your hand to the Graveyard.,2.3,
1849,The Creator Incarnate,Monster (Effect),1600,1500,"You can Tribute this card; Special Summon 1 ""The Creator"" from your hand.",3.1,
1850,The Dark - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",2.1,
1851,The Dark Door,Spell,,,Only 1 monster can attack during each Battle Phase.,2.3,
1852,The Dragon Dwelling in the Cave,Monster (Normal),1300,2000,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. I",2.1,
1853,The Dragon's Bead,Trap,,,Discard 1 card from your hand. Negate the effect of a Trap Card that targets 1 face-up Dragon-Type m,4.5,
1854,The Drdek,Monster (Normal),700,800,''A bipedal eyeball that seldom misses an enemy with its lethal talons.'',1.3,
1855,The Earl of Demise,Monster (Normal),2000,700,"This gentlemanly creature is extremely wicked, feared by man and fiend alike.",3.3,
1856,The Earth - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",2.1,
1857,The Emperor's Holiday,Trap,,,Negate all Equip Card effects on the field.,4.5,
1858,The End of Anubis,Monster (Effect),2500,0,"While this card is face-up on the field, all effects of Spell, Trap, and Monster Cards that target a",4.2,
1859,The Eye of Truth,Trap,,,"Your opponent must keep their hand revealed. Once per turn, during your opponent's Standby Phase, if",2.3,
1860,The Fiend Megacyber,Monster (Effect),2200,1200,"If your opponent controls at least 2 more monsters than you do, you can Special Summon this card (fr",4.1,
1861,The First Sarcophagus,Trap,,,"During each of your opponent's End Phases, place 1 card face-up on your side of the field from your ",2.3,
1862,The Flute of Summoning Dragon,Spell,,,"Special Summon up to 2 Dragon monsters from your hand. ""Lord of D."" must be on the field to activate",2.3,
1863,The Forceful Sentry,Spell,,,Look at your opponent's hand. Select 1 card among them and return it to his/her Deck. The Deck is th,2.3,
1864,The Forgiving Maiden,Monster (Effect),850,2000,Tribute this face-up card to return to your hand 1 of your monsters destroyed as a result of battle ,2.1,
1865,The Furious Sea King,Monster (Normal),800,700,"Grand King of the Seven Seas, he's able to summon massive tidal waves to drown the enemy.",1.5,
1866,The Graveyard in the Fourth Dimension,Spell,,,"Add 2 ""LV"" monsters from your Graveyard to your Deck and shuffle it.",2.3,
1867,The Gross Ghost of Fled Dreams,Monster (Normal),1300,1800,"This monster feeds on the dreams of an unwary sleeper, dragging the victim into eternal slumber.",2.1,
1868,The Hunter with 7 Weapons,Monster (Effect),1000,600,"When this card is Normal Summoned, declare 1 Type of monster. When battling that Type of monster, in",2.1,
1869,The Illusory Gentleman,Monster (Normal),1500,1600,"Wearing odd fashions, this gentleman is very fickle. He sometimes saves people and at other times co",2.3,
1870,The Immortal of Thunder,Monster (Effect),1500,1300,FLIP: Increase your Life Points by 3000 points. When this card is sent from the field to the Graveya,2.4,
1871,The Inexperienced Spy,Spell,,,Select and see 1 card in your opponent's hand.,2.3,
1872,The Judgement Hand,Monster (Normal),1400,700,An all-powerful hand that delivers ruthless attacks.,2.3,
1873,The Kick Man,Monster (Effect),1300,300,"When this card is Special Summoned, you can equip 1 appropriate Equip Spell Card from your Graveyard",2.2,
1874,The Last Warrior from Another Planet,Monster (Fusion),2350,2300,"""Zombyra the Dark"" + ""Maryokutai"" If this card is Special Summoned: Destroy all other monsters you c",3.5,
1875,The Law of the Normal,Spell,,,You can only activate this card while there are 5 face-up Level 2 or lower Normal Monsters on your s,4.5,
1876,The Legendary Fisherman,Monster (Effect),1850,1600,"While ""Umi"" is on the field, this card is unaffected by Spell effects and cannot be targeted for att",3.2,
1877,The Light - Hex-Sealed Fusion,Monster (Effect),1000,1600,"You can substitute this card for any 1 Fusion Material Monster, but the other Fusion Material Monste",2.1,
1878,The Little Swordsman of Aile,Monster (Effect),800,1300,Offer 1 monster on your side of the field as a Tribute to increase this monster's ATK by 700 points ,2.1,
1879,The Mask of Remnants,Spell,,,"Shuffle this card into its owner's Deck, OR if this card was put into play by the effect of ""Masked ",4.5,
1880,The Masked Beast,Monster (Ritual),3200,1800,"You can Ritual Summon this card with ""Curse of the Masked Beast"".",5.1,
